question,gold_answer,KG answer,taxonomy_label,sparql,confidence,source
"In the ten countries with the highest HDI, what is the population growth rate along with the male and female suicide rates","[['Switzerland', '0.64', '14.2', '9.2'], ['Norway', '0.8% (2022 est.)', '13.4', '7.4'], ['Iceland', '0.89', '18.7', '9.3'], ['Sweden', '0.5% (2022 est.)', '16.9', '8.7'], ['Denmark', '0.44', '11.1', '6.3'], ['Germany', '-0.12', '12.8', '7.6'], ['Ireland', '0.91', '14.3', '4.6'], ['Singapore', '0.9', '12.7', '4.9'], ['Netherlands', '0.36', '12.5', '7.6'], ['Australia', '1.13', '17.0', '6.7']]","Germany|Germany (lang:en)|0.942|||
Iceland|Iceland (lang:en)|0.959|||
Norway|Norway (lang:en)|0.966|||
Ireland|Ireland (lang:en)|0.945|||
Kingdom of the Netherlands|Kingdom of the Netherlands (lang:en)|0.941|||
Finland|Finland (lang:en)|0.94|||
Singapore|Singapore (lang:en)|0.939|||
Sweden|Sweden (lang:en)|0.947|||
Switzerland|Switzerland (lang:en)|0.962|||
Australia|Australia (lang:en)|0.951|||",Different answer,"SELECT ?country ?countryLabel ?hdi ?popGrowthRate ?maleSuicideRate ?femaleSuicideRate WHERE {
  {
    SELECT ?country(xsd:double(?hdi_val) AS ?hdi) WHERE {
      ?country wdt:P31 wd:Q6256 .
      ?country wdt:P1081 ?hdi_val .
      FILTER(xsd:double(?hdi_val) > 0)
    }
    ORDER BY DESC(?hdi_val)
    LIMIT 10
  }
  ?country rdfs:label ?countryLabel
  FILTER(LANG(?countryLabel) = ""en"")
  .
  OPTIONAL {
    ?country wdt:P2798 ?popGrowthRate .
  }
  OPTIONAL {
    ?country p:P3864 ?maleStmt .
    ?maleStmt ps:P3864 ?maleRate ; pq:P21 wd:Q6581072 .
    FILTER(xsd:double(?maleRate) > 0)
  }
  OPTIONAL {
    ?country p:P3864 ?femaleStmt .
    ?femaleStmt ps:P3864 ?femaleRate ; pq:P21 wd:Q6571072 .
    FILTER(xsd:double(?femaleRate) > 0)
  }
}",major,ComplexQA/Monaco_time_complex/00061.json
Who wrote the standalone novel series ?,George Orwell,"Robert Ludlum|Robert Ludlum (lang:en)
Brian Freeman|Brian Freeman (lang:en)
Eric Van Lustbader|Eric Van Lustbader (lang:en)",Different answer,"SELECT ?author ?authorLabel WHERE {
  wd:Q4417649 wdt:P50 ?author .
  OPTIONAL {
    ?author rdfs:label ?authorLabel .
    FILTER(LANG(?authorLabel) = ""en"")
  }
}",major,SimpleQA/CompMix_table_simple_qa/00190.json
When did Brazil national football team win their first Copa America title,1919,1922-01-01T00:00:00Z,Different answer,"SELECT ?time WHERE {
  ?edition wdt:P3450 wd:Q178750 .
  ?edition wdt:P1346 wd:Q83459 .
  ?edition wdt:P585 ?time .
}
ORDER BY ?time
LIMIT 1",0.0,ComplexQA/CompMix_infobox_complex/00263.json
who is the head of the department of homeland security 2017,Kirstjen Nielsen,Jeh C. Johnson|John F. Kelly|Elaine Duke|Kirstjen Nielsen,Higher accuracy in KG than in Table,"SELECT DISTINCT ?secretary ?label WHERE {
  ?secretary p:P39 ?statement .
  ?statement ps:P39 wd:Q642859 ; pq:P580 ?start ; pq:P582 ?end .
  FILTER(xsd:dateTime(?start) <= ""2017-12-31T23:59:59Z"" ^^ xsd:dateTime && xsd:dateTime(?end) >= ""2017-01-01T00:00:00Z"" ^^ xsd:dateTime)
  .
  OPTIONAL {
    ?secretary rdfs:label ?label .
    FILTER(LANG(?label) = ""en"")
  }
}
ORDER BY ?start",0.6343680597070659,SimpleQA/NQ_table_test_simple/00099.json
In what event was the former team of the 2013 B.G . Sports Club transfer who is a member of the FAM Normalization Committee a semi-finalist of,AFC Cup,Maldives FA Cup (lang:en),Different answer,"SELECT ?eventLabel WHERE {
  wd:Q3000357 rdfs:label ?eventLabel .
  FILTER(LANG(?eventLabel) = ""en"")
  FILTER(CONTAINS(?eventLabel , ""Maldives""))
}",major,ComplexQA/OTT_QA_dev_complex/00147.json
big bang theory season 11 how many episodes,14,24.0,Different answer,"SELECT ?episodes WHERE {
  wd:Q30322401 wdt:P1113 ?episodes .
}",major,SimpleQA/NQ_table_test_simple/00250.json
When was released the song I'm Your Angel in United States in the format of Contemporary hit radio,13 October 1998,1998-11-09T00:00:00Z,Different answer,"SELECT ?date WHERE {
  wd:Q4922282 wdt:P577 ?date .
}",0.0,ComplexQA/CompMix_table_complex/00023.json
"Director's name for the initial four ""Scream"" movies?",Wes Craven,Wes Craven|Tyler Gillett|Matt Bettinelli-Olpin|Kevin Williamson,Higher accuracy in KG than in Table,"SELECT DISTINCT ?director ?name WHERE {
  ?film wdt:P179 wd:Q388659 ; wdt:P57 ?director ; wdt:P577 ?date .
  ?director rdfs:label ?name .
  FILTER(LANG(?name) = 'en')
  .
}
ORDER BY ?date
LIMIT 4",0.6328212312298008,SimpleQA/CompMix_table_simple_qa/00034.json
In which city is each Charles Dickens novel set,"[['The Pickwick Papers', 'London'], ['Oliver Twist', 'London'], ['The Old Curiosity Shop', 'London'], ['Barnaby Rudge', 'London (Chigwell)'], ['Martin Chuzzlewit', 'London'], ['Bleak House', 'London'], ['Hard Times', 'Coketown'], ['Little Dorrit', 'London'], ['A Tale of Two Cities', 'London'], ['A Tale of Two Cities', 'Paris'], ['Great Expectations', 'Kent'], ['Great Expectations', 'London'], ['Our Mutual Friend', 'London'], ['No Thoroughfare', 'London'], ['The Mystery of Edwin Drood', 'Cloisterham'], ['Nicholas Nickleby', 'London'], ['Dombey and Son', 'London'], ['David Copperfield', 'Blunderstone']]","Oliver Twist|Oliver Twist (lang:en)|London|London (lang:en)
Great Expectations|Great Expectations (lang:en)|London|London (lang:en)
The Old Curiosity Shop|The Old Curiosity Shop (lang:en)|London|London (lang:en)
A Tale of Two Cities|A Tale of Two Cities (lang:en)|London|London (lang:en)
Gone Astray - Night Walks|Gone Astray - Night Walks (lang:en)|London|London (lang:en)
A Christmas Carol|A Christmas Carol (lang:en)|London|London (lang:en)
The Cricket on the Hearth|The Cricket on the Hearth (lang:en)|London|London (lang:en)
Nicholas Nickleby|Nicholas Nickleby (lang:en)|London|London (lang:en)",Different answer,"SELECT ?novel ?novelLabel ?city ?cityLabel WHERE {
  ?novel wdt:P50 wd:Q5686 .
  ?novel wdt:P840 ?city .
  ?city wdt:P31 wd:Q515 .
  ?novel rdfs:label ?novelLabel .
  ?city rdfs:label ?cityLabel .
  FILTER(LANG(?novelLabel) = 'en' && LANG(?cityLabel) = 'en')
}",major,ComplexQA/Monaco_non_time_complex/00054.json
chief ministers of tamil nadu mentioned on wikipedia,C. N. Annadurai | V.R. Nedunchezhiyan | M. Karunanidhi | M. G. Ramachandran | Janaki Ramachandran | J. Jayalalithaa | O. Panneerselvam | K. Palaniswami,"M. G. Ramachandran|M. G. Ramachandran (lang:en)
C. N. Annadurai|C. N. Annadurai (lang:en)
O. Panneerselvam|O. Panneerselvam (lang:en)
V. N. Janaki|V. N. Janaki (lang:en)
C. Rajagopalachari|C. Rajagopalachari (lang:en)
Jayaram Jayalalithaa|Jayaram Jayalalithaa (lang:en)
Muthuvel Karunanidhi|Muthuvel Karunanidhi (lang:en)
K.Kamarajar|K.Kamarajar (lang:en)
K. Palaniswami|K. Palaniswami (lang:en)
M. K. Stalin|M. K. Stalin (lang:en)",Higher accuracy in KG than in Table,"SELECT ?person ?personLabel WHERE {
  ?person wdt:P31 wd:Q5 .
  ?person wdt:P39 wd:Q24040821 .
  OPTIONAL {
    ?person rdfs:label ?personLabel
    FILTER(lang(?personLabel) = ""en"")
  }
}",major,SimpleQA/NQ_table_test_simple/00814.json
When was released the song Into You in United States in the format of rhythmic contemporary,"June 28, 2016",2016-05-06T00:00:00Z,Different answer,"SELECT ?date WHERE {
  wd:Q24026109 wdt:P577 ?date .
  wd:Q24026109 wdt:P495 wd:Q30 .
}
LIMIT 1",0.0,ComplexQA/CompMix_table_complex/00048.json
when does planet of the apes come out 2017,"July 14, 2017",2017-01-01T00:00:00Z|2017-07-13T00:00:00Z|2017-07-14T00:00:00Z|2017-08-03T00:00:00Z,Higher accuracy in KG than in Table,"SELECT ?releaseDate WHERE {
  wd:Q19938437 wdt:P577 ?releaseDate .
}",0.6206896551724138,SimpleQA/NQ_table_test_simple/00131.json
In which year does Alisha Chinai won the award Best Music Video,1996,"Filmfare Award for Best Female Playback Singer|Filmfare Award for Best Female Playback Singer (lang:en)|2006-01-01T00:00:00Z
Apsara Award for Best Female Playback Singer|Apsara Award for Best Female Playback Singer (lang:en)|2006-01-01T00:00:00Z
IIFA Award for Best Female Playback|IIFA Award for Best Female Playback (lang:en)|2006-01-01T00:00:00Z
Bollywood Movie Award – Best Playback Singer Female|Bollywood Movie Award – Best Playback Singer Female (lang:en)|2006-01-01T00:00:00Z",Different answer,"SELECT ?award ?awardLabel ?date WHERE {
  wd:Q2722967 p:P166 ?statement .
  ?statement ps:P166 ?award .
  ?award rdfs:label ?awardLabel .
  FILTER(LANG(?awardLabel) = ""en"")
  .
  ?statement pq:P585 ?date .
}",major,ComplexQA/CompMix_table_complex/00192.json
death march to parallel world rhapsody ep 5,The Crazy Princess That Started With a Death March,,Higher accuracy in Table than in KG,"SELECT ?title WHERE {
  wd:Q63436583 wdt:P1113 ?numberOfEpisodes .
  OPTIONAL {
    ?episode wdt:P179 wd:Q63436583 ; wdt:P1545 '5' ; rdfs:label ?title .
    FILTER(LANG(?title) = 'en')
  }
  FILTER(?numberOfEpisodes >= 5)
}
LIMIT 1",major,SimpleQA/NQ_table_test_simple/00537.json
When was released the song Shape of You in United Kingdom in the digital download format,10 February 2017,2017-01-06T00:00:00Z,Different answer,"SELECT ?date WHERE {
  wd:Q28132505 wdt:P577 ?date .
  wd:Q28132505 wdt:P437 wd:Q6473564 .
}",0.0,ComplexQA/CompMix_table_complex/00046.json
Name the actor playing the role of Ethan Burke in the TV series Wayward Pines?,Matt Dillon,Charlie Tahan|Tim Griffin|Matt Dillon|Carla Gugino|Melissa Leo|Juliette Lewis|Shannyn Sossamon|Terrence Howard|Toby Jones|Reed Diamond,Higher accuracy in KG than in Table,"SELECT ?actor ?actorLabel WHERE {
  wd:Q16867394 wdt:P161 ?actor .
  ?actor rdfs:label ?actorLabel .
  FILTER(LANG(?actorLabel) = ""en"")
}",0.6023763860647733,SimpleQA/CompMix_table_simple_qa/00106.json
Kyle Neypes who was drafted in the fourth round of the '17 PBA draft is from a country with a population of at least how many people,100 million,112729484.0,Different answer,"SELECT ?population WHERE {
  wd:Q928 wdt:P1082 ?population .
}",major,ComplexQA/OTT_QA_dev_complex/00092.json
genre of diary of a wimpy kid the getaway,Children's novel | Graphic Novel,"humorous fiction (lang:en)
children's fiction (lang:en)",Higher accuracy in Table than in KG,"SELECT ?genreLabel WHERE {
  wd:Q30324921 wdt:P179 / wdt:P136 ?genre .
  ?genre rdfs:label ?genreLabel .
  FILTER(LANG(?genreLabel) = 'en')
}",major,SimpleQA/NQ_table_test_simple/00095.json
"When was the B2 division club which played in Cypriot Second Division in 2013/14 , based in the second largest urban area in Cyprus founded",1956,1930,Different answer,"SELECT ?year WHERE {
  wd:Q367788 wdt:P571 ?foundingTime .
  BIND(YEAR(?foundingTime) AS ?year)
}",0.0,ComplexQA/OTT_QA_dev_complex/00251.json
who wrote the song balls to the wall,Udo Dirkschneider | Wolf Hoffmann | Herman Frank | Peter Baltes | Stefan Kaufmann | Deaffy,Udo Dirkschneider,Higher accuracy in Table than in KG,"SELECT ?writer ?label WHERE {
  wd:Q2881392 wdt:P676 ?writer .
  ?writer rdfs:label ?label .
  FILTER(lang(?label) = 'en')
}",0.601297258484062,SimpleQA/NQ_table_test_simple/00623.json
"Listed by date of Theatrical release, chronologically, what are Neil Simon's plays which have also been made into movies","['Come Blow Your Horn (1961)', 'Barefoot in the Park (1963)', 'The Odd Couple (1965)', 'Sweet Charity (1966)', 'The Star-Spangled Girl (1966)', 'Plaza Suite (1968)', 'Last of the Red Hot Lovers (1969)', 'The Gingerbread Lady (1970)', 'The Sunshine Boys (1972)', 'The Prisoner of Second Avenue (1971)', 'California Suite (1976)', 'Chapter Two (1977)', 'I Ought to Be in Pictures (1980)', 'Brighton Beach Memoirs (1983)', 'Biloxi Blues (1985)', 'Broadway Bound (1986)', 'Lost in Yonkers (1991)', ""Jake's Women (1992)"", 'Laughter on the 23rd Floor (1993)', 'London Suite (1995)']","Come Blow Your Horn|Come Blow Your Horn (lang:en)|Come Blow Your Horn|Come Blow Your Horn (lang:en)|1963-01-01T00:00:00Z
The Odd Couple|The Odd Couple (lang:en)|The Odd Couple|The Odd Couple (lang:en)|1968-01-01T00:00:00Z
Plaza Suite|Plaza Suite (lang:en)|Plaza Suite|Plaza Suite (lang:en)|1971-05-12T00:00:00Z
Last of the Red Hot Lovers|Last of the Red Hot Lovers (lang:en)|Last of the Red Hot Lovers|Last of the Red Hot Lovers (lang:en)|1972-08-17T00:00:00Z
The Prisoner of Second Avenue|The Prisoner of Second Avenue (lang:en)|The Prisoner of Second Avenue|The Prisoner of Second Avenue (lang:en)|1975-03-14T00:00:00Z
The Sunshine Boys|The Sunshine Boys (lang:en)|The Sunshine Boys|The Sunshine Boys (lang:en)|1975-11-06T00:00:00Z
Chapter Two|Chapter Two (lang:en)|Chapter Two|Chapter Two (lang:en)|1979-01-01T00:00:00Z
Brighton Beach Memoirs|Brighton Beach Memoirs (lang:en)|Brighton Beach Memoirs|Brighton Beach Memoirs (lang:en)|1986-12-25T00:00:00Z
Lost in Yonkers|Lost in Yonkers (lang:en)|Lost in Yonkers|Lost in Yonkers (lang:en)|1993-05-14T00:00:00Z",Higher accuracy in Table than in KG,"SELECT ?play ?playLabel ?film ?filmLabel(MIN(?release) AS ?earliestRelease) WHERE {
  ?play wdt:P50 wd:Q315808 .
  ?film wdt:P144 ?play ; wdt:P31 wd:Q11424 ; wdt:P577 ?release .
  OPTIONAL {
    ?play rdfs:label ?playLabel
    FILTER(LANG(?playLabel) = ""en"")
  }
  OPTIONAL {
    ?film rdfs:label ?filmLabel
    FILTER(LANG(?filmLabel) = ""en"")
  }
}
GROUP BY ?play ?playLabel ?film ?filmLabel
ORDER BY ?earliestRelease",major,ComplexQA/Monaco_non_time_complex/00057.json
hart of dixie season 4 how many episodes,10,0,Different answer,"SELECT(COUNT(?episode) AS ?episodeCount) WHERE {
  ?season wdt:P179 wd:Q887734 ; wdt:P31 wd:Q2245476 ; wdt:P1545 ""4"" .
  ?episode wdt:P31 wd:Q2119127 ; wdt:P53 ?season .
}",major,SimpleQA/NQ_table_test_simple/00088.json
what year was the book The Old Man and the Sea pubblished,1990,1952,Different answer,"SELECT(YEAR(?date) AS ?year) WHERE {
  wd:Q26505 wdt:P571 ?date
}
LIMIT 1",0.0,ComplexQA/CompMix_table_complex/00266.json
