Source_JSON,Record_Index,Question_ID,Convmix_Question_ID,Domain,Question,Gold_Answer,QA-Pairs,Entity_1,Entity_1_Label,Entity_2,Entity_2_Label,Connection_Path,Property_Number,Property_list,Qualifier_Number,Qualifier_list
CompMix_table.jsonl,451,2263,754-4,music,What was the first film that he created the music for?,Rumble Fish,Q: What was the first film that he created the music for? | A: Rumble Fish,Q315711,Stewart Copeland,Q845102,Rumble Fish,"Path1: Q845102->P175->Q315711
Path2: Q845102->P86->Q315711",2,P175;P86,,
CompMix_table.jsonl,452,655,218-2,soccer,How many International matches did Lionel Messi played for Argentina?,Twenty,Q: How many International matches did Lionel Messi played for Argentina? | A: Twenty,Q615,Lionel Messi,Q18413660,Twenty,,,,,
CompMix_table.jsonl,452,655,218-2,soccer,How many International matches did Lionel Messi played for Argentina?,Twenty,Q: How many International matches did Lionel Messi played for Argentina? | A: Twenty,Q414,Argentina,Q18413660,Twenty,Q18413660->P495->Q142->P530->Q414,2,P495;P530,,
CompMix_table.jsonl,453,2096,698-3,soccer,Who was Serie A league champion in 2021?,Inter Milan,Q: Who was Serie A league champion in 2021? | A: Inter Milan,Q15804,Serie A,Q631,Inter Milan,Q15804->P1346->Q631,1,P1346,,
CompMix_table.jsonl,453,2096,698-3,soccer,Who was Serie A league champion in 2021?,Inter Milan,Q: Who was Serie A league champion in 2021? | A: Inter Milan,Q1379178,list of Italian football champions,Q631,Inter Milan,,,,,
CompMix_table.jsonl,455,439,146-1,tvseries,What is the name of the character played by the actor Cillian Murphy in the series Peaky Blinders?,Tommy Shelby,Q: What is the name of the character played by the actor Cillian Murphy in the series Peaky Blinders? | A: Tommy Shelby,Q14944179,Peaky Blinders,Q16803320,Tommy Shelby,,,,,
CompMix_table.jsonl,457,3057,1038-4,soccer,In which club did played in 2010 by harry kane?,Tottenham Hotspur F.C.,Q: In which club did played in 2010 by harry kane? | A: Tottenham Hotspur F.C.,Q969725,Harry Kane,Q18741,Tottenham Hotspur F.C.,Q969725->P54->Q18741,1,P54,,
CompMix_table.jsonl,458,4151,1406-1,tvseries,"Who directs the episode ""Liber"" ""The Book"" in tv series Luna Nera?",Francesca Comencini,"Q: Who directs the episode ""Liber"" ""The Book"" in tv series Luna Nera? | A: Francesca Comencini",Q82300697,Luna Nera,Q457170,Francesca Comencini,Q82300697->P57->Q457170,1,P57,,
CompMix_table.jsonl,459,253,84-1,music,What is the gating on Entertainment Weekly of the album Demi?,C+,Q: What is the gating on Entertainment Weekly of the album Demi? | A: C+,Q9343810,Demi,Q1181180,C+,,,,,
CompMix_table.jsonl,459,253,84-1,music,What is the gating on Entertainment Weekly of the album Demi?,C+,Q: What is the gating on Entertainment Weekly of the album Demi? | A: C+,Q275033,Entertainment Weekly,Q1181180,C+,,,,,
CompMix_table.jsonl,460,4841,1638-2,soccer,Who was the top goal player as of 2021 in FIFA Beach Soccer World Cup?,Madjer,Q: Who was the top goal player as of 2021 in FIFA Beach Soccer World Cup? | A: Madjer,Q610865,FIFA Beach Soccer World Cup,Q1367228,Madjer,,,,,
CompMix_table.jsonl,461,3140,1066-3,tvseries,What award did The Rachael Ray Show win in 2008?,Daytime Emmy Award for Outstanding Talk Show Entertainment,Q: What award did The Rachael Ray Show win in 2008? | A: Daytime Emmy Award for Outstanding Talk Show Entertainment,Q2299337,Rachael Ray,Q5243453,Daytime Emmy Award for Outstanding Talk Show Entertainment,,,,,
CompMix_table.jsonl,462,2587,872-2,movies,Who is the composer of the movie Spide man part 1?,Danny Elfman,Q: Who is the composer of the movie Spide man part 1? | A: Danny Elfman,Q484442,Spider-Man,Q193338,Danny Elfman,Q484442->P86->Q193338,1,P86,,
CompMix_table.jsonl,465,4268,1446-0,tvseries,Who is the director of the season 1 of the series Hanna?,Sarah Adina Smith,Q: Who is the director of the season 1 of the series Hanna? | A: Sarah Adina Smith,Q48102683,Hanna,Q60399091,Sarah Adina Smith,Q48102683->P57->Q60399091,1,P57,,
CompMix_table.jsonl,467,1531,510-2,books,language of work of the Dream of the Red Chamber?,Chinese,Q: language of work of the Dream of the Red Chamber? | A: Chinese,Q8265,Dream of the Red Chamber,Q7850,Chinese,"Path1: Q8265->P495->Q8733->P37->Q7850
Path2: Q8265->P4969->Q17033053->P407->Q7850
Path3: Q8265->P50->Q182874->P1412->Q7850
Path4: Q8265->P50->Q182874->P6886->Q7850
Path5: Q8265->P674->Q10264740->P103->Q7850
Path6: Q8265->P674->Q10264763->P103->Q7850
Path7: Q8265->P674->Q10350147->P103->Q7850
Path8: Q8265->P674->Q10350634->P103->Q7850
Path9: Q8265->P674->Q10423836->P103->Q7850
Path10: Q8265->P674->Q10500526->P103->Q7850
Path11: Q8265->P674->Q10538170->P103->Q7850
Path12: Q8265->P674->Q10538322->P103->Q7850
Path13: Q8265->P674->Q10538441->P103->Q7850
Path14: Q8265->P674->Q10538513->P103->Q7850
Path15: Q8265->P674->Q10567374->P103->Q7850
Path16: Q8265->P674->Q10761738->P103->Q7850
Path17: Q8265->P674->Q10761739->P103->Q7850
Path18: Q8265->P674->Q10761740->P103->Q7850
Path19: Q8265->P674->Q10761741->P103->Q7850
Path20: Q8265->P674->Q10788075->P103->Q7850
Path21: Q8265->P674->Q10871701->P103->Q7850
Path22: Q8265->P674->Q110150700->P103->Q7850
Path23: Q8265->P674->Q110151430->P103->Q7850
Path24: Q8265->P674->Q11174510->P103->Q7850
Path25: Q8265->P674->Q15925601->P103->Q7850
Path26: Q8265->P674->Q15927584->P103->Q7850
Path27: Q8265->P674->Q15927652->P103->Q7850
Path28: Q8265->P674->Q15930395->P103->Q7850
Path29: Q8265->P674->Q15938784->P103->Q7850
Path30: Q8265->P674->Q15941059->P103->Q7850
Path31: Q8265->P674->Q15954901->P103->Q7850
Path32: Q8265->P674->Q15956032->P103->Q7850
Path33: Q8265->P674->Q17023294->P103->Q7850
Path34: Q8265->P674->Q17031189->P103->Q7850
Path35: Q8265->P674->Q17035700->P103->Q7850
Path36: Q8265->P674->Q17035855->P103->Q7850
Path37: Q8265->P674->Q17035963->P103->Q7850
Path38: Q8265->P674->Q17038897->P103->Q7850
Path39: Q8265->P674->Q17039675->P103->Q7850
Path40: Q8265->P674->Q17039749->P103->Q7850
Path41: Q8265->P674->Q21045725->P103->Q7850
Path42: Q8265->P674->Q3178958->P103->Q7850
Path43: Q8265->P674->Q3772823->P103->Q7850
Path44: Q8265->P674->Q5595500->P103->Q7850
Path45: Q8265->P674->Q5596002->P103->Q7850
Path46: Q8265->P674->Q6191409->P103->Q7850
Path47: Q8265->P674->Q6827742->P103->Q7850
Path48: Q8265->P674->Q7195647->P103->Q7850
Path49: Q8265->P674->Q7229081->P103->Q7850
Path50: Q8265->P674->Q7495932->P103->Q7850
Path51: Q8265->P674->Q8044164->P103->Q7850
Path52: Q8265->P674->Q8045205->P103->Q7850
Path53: Q8265->P674->Q8045212->P103->Q7850
Path54: Q8265->P674->Q8428650->P103->Q7850
Path55: Q8265->P674->Q10264740->P1412->Q7850
Path56: Q8265->P674->Q10264763->P1412->Q7850
Path57: Q8265->P674->Q10350147->P1412->Q7850
Path58: Q8265->P674->Q10350634->P1412->Q7850
Path59: Q8265->P674->Q10423836->P1412->Q7850
Path60: Q8265->P674->Q10500526->P1412->Q7850
Path61: Q8265->P674->Q10538170->P1412->Q7850
Path62: Q8265->P674->Q10538322->P1412->Q7850
Path63: Q8265->P674->Q10538441->P1412->Q7850
Path64: Q8265->P674->Q10538513->P1412->Q7850
Path65: Q8265->P674->Q10567374->P1412->Q7850
Path66: Q8265->P674->Q10761738->P1412->Q7850
Path67: Q8265->P674->Q10761739->P1412->Q7850
Path68: Q8265->P674->Q10761740->P1412->Q7850
Path69: Q8265->P674->Q10761741->P1412->Q7850
Path70: Q8265->P674->Q10788075->P1412->Q7850
Path71: Q8265->P674->Q10871701->P1412->Q7850
Path72: Q8265->P674->Q110150700->P1412->Q7850
Path73: Q8265->P674->Q110151430->P1412->Q7850
Path74: Q8265->P674->Q11174510->P1412->Q7850
Path75: Q8265->P674->Q15925601->P1412->Q7850
Path76: Q8265->P674->Q15927584->P1412->Q7850
Path77: Q8265->P674->Q15927652->P1412->Q7850
Path78: Q8265->P674->Q15930395->P1412->Q7850
Path79: Q8265->P674->Q15938784->P1412->Q7850
Path80: Q8265->P674->Q15941059->P1412->Q7850
Path81: Q8265->P674->Q15954901->P1412->Q7850
Path82: Q8265->P674->Q15956032->P1412->Q7850
Path83: Q8265->P674->Q17023294->P1412->Q7850
Path84: Q8265->P674->Q17031189->P1412->Q7850
Path85: Q8265->P674->Q17035700->P1412->Q7850
Path86: Q8265->P674->Q17035855->P1412->Q7850
Path87: Q8265->P674->Q17035963->P1412->Q7850
Path88: Q8265->P674->Q17038897->P1412->Q7850
Path89: Q8265->P674->Q17039675->P1412->Q7850
Path90: Q8265->P674->Q17039749->P1412->Q7850
Path91: Q8265->P674->Q21045725->P1412->Q7850
Path92: Q8265->P674->Q3178958->P1412->Q7850
Path93: Q8265->P674->Q3772823->P1412->Q7850
Path94: Q8265->P674->Q5595500->P1412->Q7850
Path95: Q8265->P674->Q5596002->P1412->Q7850
Path96: Q8265->P674->Q6191409->P1412->Q7850
Path97: Q8265->P674->Q6827742->P1412->Q7850
Path98: Q8265->P674->Q7195647->P1412->Q7850
Path99: Q8265->P674->Q7229081->P1412->Q7850
Path100: Q8265->P674->Q7495932->P1412->Q7850
Path101: Q8265->P674->Q8044164->P1412->Q7850
Path102: Q8265->P674->Q8045205->P1412->Q7850
Path103: Q8265->P674->Q8045212->P1412->Q7850
Path104: Q8265->P674->Q8428650->P1412->Q7850
Path105: Q8265->P747->Q106530803->P407->Q7850
Path106: Q8265->P747->Q18744387->P407->Q7850
Path107: Q8265->P747->Q18885234->P407->Q7850
Path108: Q8265->P747->Q60992712->P407->Q7850",10,P495;P37;P4969;P407;P50;P1412;P6886;P674;P103;P747,,
CompMix_table.jsonl,468,3830,1298-3,soccer,Which country did Ronaldinho play for?,Brazil,Q: Which country did Ronaldinho play for? | A: Brazil,Q39444,Ronaldinho,Q155,Brazil,"Path1: Q39444->P1532->Q155
Path2: Q39444->P27->Q155",2,P1532;P27,,
CompMix_table.jsonl,469,1562,520-3,books,What was Dr. Seuss's last published book before he died?,"Oh, the Places You'll Go!","Q: What was Dr. Seuss's last published book before he died? | A: Oh, the Places You'll Go!",Q298685,Dr. Seuss,Q7080395,"Oh, the Places You'll Go!","Path1: Q7080395->P110->Q298685
Path2: Q7080395->P50->Q298685",2,P110;P50,,
CompMix_table.jsonl,471,1508,502-3,movies,Who played the role of Sakshi Devi?,Nushrratt Bharuccha,Q: Who played the role of Sakshi Devi? | A: Nushrratt Bharuccha,Q104879238,Chhorii,Q7070357,Nushrat Bharucha,Q104879238->P161->Q7070357,1,P161,,
CompMix_table.jsonl,473,3246,1102-1,movies,Which is the first movie directed by Amit V. Masurkar?,Sulemani Keeda,Q: Which is the first movie directed by Amit V. Masurkar? | A: Sulemani Keeda,Q28914756,Amit Masurkar,Q18786717,Sulemani Keeda,Q18786717->P57->Q28914756,1,P57,,
CompMix_table.jsonl,474,4469,1513-0,movies,Dustin Hoffman's '79 Oscar was won for what?,Kramer vs. Kramer,Q: Dustin Hoffman's '79 Oscar was won for what? | A: Kramer vs. Kramer,Q42930,Dustin Hoffman,Q193577,Kramer vs. Kramer,"Path1: Q42930->P1411->Q103916->P1686->Q193577
Path2: Q42930->P166->Q103916->P1686->Q193577",2,P1411;P166,1,P1686
CompMix_table.jsonl,477,11,3-0,movies,director of the film Encanto?,Jared Bush,Q: director of the film Encanto? | A: Jared Bush,Q103372692,Encanto,Q20995253,Jared Bush,"Path1: Q103372692->P57->Q20995253
Path2: Q103372692->P58->Q20995253",2,P57;P58,,
CompMix_table.jsonl,478,4123,1396-3,tvseries,"Who played Spock, the Vulcan First Officer, in Star Trek: The Original Series?",Leonard Nimoy,"Q: Who played Spock, the Vulcan First Officer, in Star Trek: The Original Series? | A: Leonard Nimoy",Q1077,Star Trek: The Original Series,Q16345,Leonard Nimoy,Q1077->P161->Q16345,1,P161,,
CompMix_table.jsonl,479,2273,758-2,soccer,What team did he manage prior to this one?,Vålerenga Fotball,Q: What team did he manage prior to this one? | A: Vålerenga Fotball,Q1784080,Ronny Deila,Q212819,V\u00E5lerenga Fotball,,,,,
CompMix_table.jsonl,481,164,54-2,music,Which is the longest track of the LSD album?,Genius,Q: Which is the longest track of the LSD album? | A: Genius,Q60741532,LSD,Q56052237,Genius,Q56052237->P13602->Q60741532,1,P13602,,
CompMix_table.jsonl,482,3017,1026-0,tvseries,"Who played Uncle Phil on the ""Fresh Prince of Bel-Air?""",James Avery,"Q: Who played Uncle Phil on the ""Fresh Prince of Bel-Air?"" | A: James Avery",Q309063,The Fresh Prince of Bel-Air,Q493077,James Avery,Q309063->P161->Q493077,1,P161,,
CompMix_table.jsonl,484,2439,814-1,music,What was the first single from the Graduation album?,"Can't Tell Me Nothing""","Q: What was the first single from the Graduation album? | A: Can't Tell Me Nothing""",Q1129439,Graduation,Q2446615,Can't Tell Me Nothing,Q2446615->P13602->Q1129439,1,P13602,,
CompMix_table.jsonl,485,1135,378-1,soccer,According to the 11 Nov 2021 result who called the most capped player in Brazil Nation Football Team ?,Cafu,Q: According to the 11 Nov 2021 result who called the most capped player in Brazil Nation Football Team ? | A: Cafu,Q83459,Brazil national football team,Q5017206,Cafu,,,,,
CompMix_table.jsonl,486,3504,1188-4,soccer,who is the Sleeve Sponsor of Borussia Dortmund in 2022?,Opel,Q: who is the Sleeve Sponsor of Borussia Dortmund in 2022? | A: Opel,Q41420,Borussia Dortmund,Q21402874,Opel,,,,,
CompMix_table.jsonl,487,1219,406-1,tvseries,What is the name of the father character in the TV series Family Guy?,Peter Griffin,Q: What is the name of the father character in the TV series Family Guy? | A: Peter Griffin,Q5930,Family Guy,Q28465,Peter Griffin,Q5930->P674->Q28465,1,P674,,
CompMix_table.jsonl,488,3506,1190-0,books,What was the name of the novel Charles Dicken wrote before Oliver Twist?,The Pickwick Papers,Q: What was the name of the novel Charles Dicken wrote before Oliver Twist? | A: The Pickwick Papers,Q5686,Charles Dickens,Q460583,The Pickwick Papers,Q5686->P800->Q460583,1,P800,,
CompMix_table.jsonl,491,2817,958-3,soccer,Neymar is from?,Portuguese,Q: Neymar is from? | A: Portuguese,Q142794,Neymar,Q61901279,Neymar,Q142794->P735->Q61901279,1,P735,,
CompMix_table.jsonl,492,3692,1252-2,movies,What was the name of the character played by Brad Pitt in the movie Fight Club?,Tyler Durden,Q: What was the name of the character played by Brad Pitt in the movie Fight Club? | A: Tyler Durden,Q35332,Brad Pitt,Q4001141,Tyler Durden,Q4001141->P175->Q35332,1,P175,,
CompMix_table.jsonl,492,3692,1252-2,movies,What was the name of the character played by Brad Pitt in the movie Fight Club?,Tyler Durden,Q: What was the name of the character played by Brad Pitt in the movie Fight Club? | A: Tyler Durden,Q190050,Fight Club,Q4001141,Tyler Durden,Q190050->P674->Q4001141,1,P674,,
CompMix_table.jsonl,496,3951,1338-4,soccer,which club did Gareth Bale played in sports team 2008?,Tottenham Hotspur F.C.,Q: which club did Gareth Bale played in sports team 2008? | A: Tottenham Hotspur F.C.,Q184586,Gareth Bale,Q18741,Tottenham Hotspur F.C.,Q184586->P54->Q18741,1,P54,,
CompMix_table.jsonl,499,541,180-2,books,Which is the first novel of Chetan Bhagat?,Five Point Someone,Q: Which is the first novel of Chetan Bhagat? | A: Five Point Someone,Q46926,Chetan Bhagat,Q5456066,Five Point Someone,Q46926->P800->Q5456066,1,P800,,
CompMix_table.jsonl,500,154,50-4,books,Which is the last novel of the series Redwall?,The Rogue Crew,Q: Which is the last novel of the series Redwall? | A: The Rogue Crew,Q1247790,Redwall,Q3522537,The Rogue Crew,Q3522537->P179->Q1247790,1,P179,,
CompMix_table.jsonl,501,4931,1668-1,soccer,Which team won the first MLS Cup in Major League Soccer?,D.C. United,Q: Which team won the first MLS Cup in Major League Soccer? | A: D.C. United,Q18543,Major League Soccer,Q238593,D.C. United,Q18543->P355->Q238593,1,P355,,
CompMix_table.jsonl,501,4931,1668-1,soccer,Which team won the first MLS Cup in Major League Soccer?,D.C. United,Q: Which team won the first MLS Cup in Major League Soccer? | A: D.C. United,Q577698,MLS Cup,Q238593,D.C. United,"Path1: Q577698->P527->Q1852052->P1346->Q238593
Path2: Q577698->P527->Q1974710->P1346->Q238593
Path3: Q577698->P527->Q2458452->P1346->Q238593
Path4: Q577698->P527->Q576699->P1346->Q238593
Path5: Q577698->P527->Q1852052->P1923->Q238593
Path6: Q577698->P527->Q1974710->P1923->Q238593
Path7: Q577698->P527->Q2458452->P1923->Q238593
Path8: Q577698->P527->Q2487787->P1923->Q238593
Path9: Q577698->P527->Q576699->P1923->Q238593",3,P527;P1346;P1923,,
CompMix_table.jsonl,502,4131,1399-0,soccer,Who won the MLS Cup in 2021?,New York City FC,Q: Who won the MLS Cup in 2021? | A: New York City FC,Q577698,MLS Cup,Q13361030,New York City FC,"Path1: Q577698->P527->Q109944339->P1346->Q13361030
Path2: Q577698->P527->Q109944339->P1923->Q13361030",3,P527;P1346;P1923,,
CompMix_table.jsonl,503,4335,1468-1,soccer,Who was the Kit manufacturer from 2012 to present for New England Revolution soccer club?,Adidas,Q: Who was the Kit manufacturer from 2012 to present for New England Revolution soccer club? | A: Adidas,Q309095,New England Revolution,Q4033399,Adidas,,,,,
CompMix_table.jsonl,504,1907,636-0,tvseries,"Who directs season 1 episode ""Welcome to Matheson"" in the tv series locke & key?",Michael Morris,"Q: Who directs season 1 episode ""Welcome to Matheson"" in the tv series locke & key? | A: Michael Morris",Q56274745,Locke & Key,Q6832915,Michael Morris,Q56274745->P57->Q6832915,1,P57,,
CompMix_table.jsonl,507,3528,1196-4,tvseries,In what film did Elizabeth Inglis make her acting debut?,Borrowed Clothes,Q: In what film did Elizabeth Inglis make her acting debut? | A: Borrowed Clothes,Q441889,Elizabeth Inglis,Q32942274,Borrowed Clothes,,,,,
CompMix_table.jsonl,508,445,148-1,soccer,What is the name of the club Wayne Rooney played for in the year 2003?,Everton F.C.,Q: What is the name of the club Wayne Rooney played for in the year 2003? | A: Everton F.C.,Q266613,Wayne Rooney,Q5794,Everton F.C.,Q266613->P54->Q5794,1,P54,,
CompMix_table.jsonl,509,1627,542-2,movies,Which is the first movie as director of Kunal Deshmukh?,Jannat,Q: Which is the first movie as director of Kunal Deshmukh? | A: Jannat,Q6444153,Kunal Deshmukh,Q6155093,Jannat,"Path1: Q6155093->P57->Q6444153
Path2: Q6155093->P58->Q6444153",2,P57;P58,,
