question,gold_answer,KG answer,taxonomy_label,method,source
how many seasons of from dusk till dawn are there,3,3.0,Same,LLM-as-a-judge,NQ_table
the secret of crickley hall how many episodes,3,3.0,Same,LLM-as-a-judge,NQ_table
where did zendaya place in dancing with the stars,Runner-up,second place,Same,LLM-as-a-judge,NQ_table
Sort the Formula One seasons where Michael Schumacher was the Drivers' Champion by the number of races from lowest to highest. What is the number of races in the last season in this sorted list,18,"1994 Formula One World Championship|16.0
2003 Formula One World Championship|16.0
1995 Formula One World Championship|17.0
2000 Formula One World Championship|17.0
2001 Formula One World Championship|17.0
2002 Formula One World Championship|17.0
2004 Formula One World Championship|18.0",Same,LLM-as-a-judge,Sportsreason_TANQ
What is the budget of Titanic?,$200 million,200000000.0,Same,LLM-as-a-judge,CompMix_table
What was the cost to make Titanic?,$200 million,200000000.0,Same,LLM-as-a-judge,CompMix_table
what is the Nick name of Man united?,Red Devils,"Setan Merah (lang:id)
The Red Devils (lang:en)
红魔 (lang:zh-hans)",Same,LLM-as-a-judge,CompMix_table
what is the term of an official in the house of representatives,Two years,2.0,Same,LLM-as-a-judge,NQ_table
how much for a passport in the philippines,₱950,950.0,Same,LLM-as-a-judge,NQ_table
what was the real name of saudi arabia,Al-Mamlakah Al-ʿĀrabīyah As-Saʿūdīyah,"السعودية (lang:ar)
المملكة العربية السعودية (lang:ar)
الْمَمْلَكَةُ الْعَرَبِيَّةُ السُّعُودِيَّة (lang:ar)",Same,LLM-as-a-judge,NQ_table
What is the budget of Rise of the Planet of the Apes movie?,$93 million,93000000.0,Same,LLM-as-a-judge,CompMix_table
what is the current population of bora bora,"10,605",10605.0,Same,LLM-as-a-judge,NQ_table
where was the u.s.s maine when it exploded in 1898,"Havana Harbor, Havana, Cuba",POINT(-82.355000 23.202500) (geo:wktLiteral),Same,LLM-as-a-judge,NQ_table
where did the battle of marengo take place,44°53′N 8°41′E﻿ / ﻿44.883°N 8.683°E,Spinetta Marengo (lang:it)|Italy (lang:en),Same,LLM-as-a-judge,NQ_table
who ran the fastest 40 yard dash in the nfl,John Ross,wd:Q3057829|4.25,Same,LLM-as-a-judge,NQ_table
"What is the area of this bay that held the competition consisting of five classes , each consisting of seven races at the 1956 Summer Olympics","1,930 square kilometres",1930.0,Same,LLM-as-a-judge,OTT_QA_dev
who has the most followers in the world on instagram,Instagram,wd:Q136670020,Same,LLM-as-a-judge,NQ_table
chief ministers of tamil nadu mentioned on wikipedia,C. N. Annadurai | V.R. Nedunchezhiyan | M. Karunanidhi | M. G. Ramachandran | Janaki Ramachandran | J. Jayalalithaa | O. Panneerselvam | K. Palaniswami,"M. G. Ramachandran|M. G. Ramachandran (lang:en)
C. N. Annadurai|C. N. Annadurai (lang:en)
O. Panneerselvam|O. Panneerselvam (lang:en)
V. N. Janaki|V. N. Janaki (lang:en)
C. Rajagopalachari|C. Rajagopalachari (lang:en)
Jayaram Jayalalithaa|Jayaram Jayalalithaa (lang:en)
Muthuvel Karunanidhi|Muthuvel Karunanidhi (lang:en)
K.Kamarajar|K.Kamarajar (lang:en)
K. Palaniswami|K. Palaniswami (lang:en)
M. K. Stalin|M. K. Stalin (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
internet based test of english as a foreign language test,TOEFL,TOEFL iBT,Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
where can the mona lisa be found today,"Musée du Louvre, Paris","Salle des États, Louvre",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
what type of novel is goodbye mr chips,Psychological fiction,"psychological fiction (lang:en)
children's fiction (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
"Which label released the album produced by Bee Hive Records featuring Joe Newman , Al Grey , Junior Mance , George Duvivier and Panama Francis",Bee Hive Label,Bee Hive Records (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,OTT_QA_dev
What is the country of origin of the The Little Prince?,United States of America,"France|France (lang:en)
United States|United States (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
what is the second book in the alchemyst series,The Magician,The Magician: The Secrets of the Immortal Nicholas Flamel|The Magician: The Secrets of the Immortal Nicholas Flamel (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
who won la liga in the last 10 years,Real Madrid | Barcelona | Atlético Madrid,"Futbol Club Barcelona|Futbol Club Barcelona (lang:en)|2024-08-15T00:00:00Z
Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en)|2023-08-11T00:00:00Z
Futbol Club Barcelona|Futbol Club Barcelona (lang:en)|2022-08-12T00:00:00Z
Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en)|2021-08-13T00:00:00Z
Atlético Madrid|Atlético Madrid (lang:en)|2020-09-12T00:00:00Z
Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en)|2019-08-16T00:00:00Z
Futbol Club Barcelona|Futbol Club Barcelona (lang:en)|2018-08-17T00:00:00Z
Futbol Club Barcelona|Futbol Club Barcelona (lang:en)|2017-08-18T00:00:00Z
Real Madrid Club de Fútbol|Real Madrid Club de Fútbol (lang:en)|2016-08-19T00:00:00Z
Futbol Club Barcelona|Futbol Club Barcelona (lang:en)|2015-08-21T00:00:00Z",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
What is Billie Eilish's medical condition?,"Tourette syndrome, synesthesia","synesthesia|synesthesia (lang:en)
Tourette syndrome|Tourette syndrome (lang:en)
depression|depression (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
What is the name of the director of movie The Matrix Revolutions,The Wachowskis,"Lilly Wachowski
Lana Wachowski",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_infobox
what is genre of the series the Sopranos?,crime serial,"drama television series
crime television series",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
the actual name of the confederate force at gettysburg was,Confederate States Army,|Army of Northern Virginia (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
Who played the part Carmen in the movie Spy Kids?,Alexa Vega,Alexa PenaVega,Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
when will the la sagrada familia be finished,2026–2028,2026-04-24T12:37:46Z,Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
What is the genre of the book series The Folk of the Air,Fantasy,romantic fantasy|romantic fantasy (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_infobox
what was the genre of the series The Sopranos?,crime serial,"drama television series|drama television series (lang:en)
crime television series|crime television series (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
who was elected governor of tennessee in 1865,Edward H. East | William G. Brownlow,Parson Brownlow,Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
when does kubo and the two strings release,"August 19, 2016","2016-08-13T00:00:00Z
2016-08-19T00:00:00Z
2016-09-22T00:00:00Z
2016-10-06T00:00:00Z
2016-10-27T00:00:00Z",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
Who major event Shakira?,"The Sun Comes Out World Tour, Tour of the Mongoose, Tour Anfibio","The Sun Comes Out World Tour|The Sun Comes Out World Tour (lang:en)
Tour Anfibio|Tour Anfibio (lang:en)
Oral Fixation Tour|Oral Fixation Tour (lang:en)
Tour Pies Descalzos|Tour Pies Descalzos (lang:en)
parturition|childbirth (lang:en)
Tour of the Mongoose|Tour of the Mongoose (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
"What was the genre of the song I am not a woman, I’m a god","Rock,Pop",synth-pop|synth-pop (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_infobox
"What was the genre of the song I am not a woman, I'm a god","Rock,Pop",synth-pop|synth-pop (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_infobox
chief ministers of tamil nadu mentioned on wikipedia,A. Subbarayalu Reddiar | Raja of Panagal | Raja of Panagal | P. Subbarayan | B. Munuswamy Naidu | Ramakrishna Ranga Rao (Raja of Bobbilli) | Ramakrishna Ranga Rao | P. T. Rajan | Ramakrishna Ranga Rao | Kurma Venkata Reddy Naidu | C. Rajagopalachari | Tanguturi Prakasam | O. P. Ramaswamy Reddiyar | P. S. Kumaraswamy Raja,"C. N. Annadurai|C. N. Annadurai (lang:en)
C. Rajagopalachari|C. Rajagopalachari (lang:en)
Jayaram Jayalalithaa|Jayaram Jayalalithaa (lang:en)
K.Kamarajar|K.Kamarajar (lang:en)
K. Palaniswami|K. Palaniswami (lang:en)
M. G. Ramachandran|M. G. Ramachandran (lang:en)
M. K. Stalin|M. K. Stalin (lang:en)
Muthuvel Karunanidhi|Muthuvel Karunanidhi (lang:en)
O. Panneerselvam|O. Panneerselvam (lang:en)
V. N. Janaki|V. N. Janaki (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
"What is the name of the First Division , 2nd tier Albanian football team , in the 2003-2004 Kategoria Superiore , whose stadium is in Kavajë , Albania",Klubi i Futbollit Besa,Besa Kavajë|Besa Kavajë (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,OTT_QA_dev
Who is the director of The Old Man and the Sea book,Jud Taylor,"Aleksandr Petrov (lang:en)
Jud Taylor (lang:en)
John Sturges (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_infobox
Who is filming the Troy movie in which location?,Mexico. Malta,"Wolfgang Petersen|Morocco
Wolfgang Petersen|Malta
Wolfgang Petersen|Algeria
Wolfgang Petersen|Mexico",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
when did the passion of the christ come out,"February 25, 2004","2004-01-01T00:00:00Z
2004-02-25T00:00:00Z
2004-03-05T00:00:00Z
2004-03-18T00:00:00Z
2004-04-02T00:00:00Z",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
when does planet of the apes come out 2017,"July 14, 2017","2017-01-01T00:00:00Z
2017-07-13T00:00:00Z
2017-07-14T00:00:00Z
2017-08-03T00:00:00Z",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
what is the name of india 29 state,Rajasthan,"Andaman and Nicobar Islands|Andaman and Nicobar Islands (lang:en)
Andhra Pradesh|Andhra Pradesh (lang:en)
Arunachal Pradesh|Arunachal Pradesh (lang:en)
Assam|Assam (lang:en)
Bihar|Bihar (lang:en)
...|...
Telangana|Telangana (lang:en)
Tripura|Tripura (lang:en)
Uttarakhand|Uttarakhand (lang:en)
Uttar Pradesh|Uttar Pradesh (lang:en)
West Bengal|West Bengal (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
where is the orinoco river located on a map,02°19′05″N 63°21′42″W﻿ / ﻿2.31806°N 63.36167°W,"POINT(-63.361700 2.318000) (geo:wktLiteral)
POINT(-60.500000 8.560000) (geo:wktLiteral)",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
Which is the notable work of the Amit V. Masurkar?,Newton (film),"Sherni|Sherni (lang:en)
Sulemani Keeda|Sulemani Keeda (lang:en)
Newton|Newton (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
who is the highest selling r&b artist of all time,Michael Jackson,wd:Q2831|Michael Jackson (lang:en)|320000000.0,Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
where is the taurus mountains located on a map,37°N 33°E﻿ / ﻿37°N 33°E,POINT(33.001900 36.996400) (geo:wktLiteral),Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
when do new episodes of riverdale season 2 come out,"January 31, 2018 | February 7, 2018 | TBA | April 18, 2018","2017-10-18T00:00:00Z
2017-10-25T00:00:00Z
2017-11-01T00:00:00Z
2017-11-08T00:00:00Z
2017-11-15T00:00:00Z
...
2018-03-28T00:00:00Z
2018-04-25T00:00:00Z
2018-05-02T00:00:00Z
2018-05-09T00:00:00Z
2018-05-16T00:00:00Z",Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
What is the box office collection of Boyhood movie?,57.3 million USD,"25379975.0
57200000.0
57273049.0",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
what is a buckeye the mascot for ohio state university,Anthropomorphic buckeye nut,Brutus Buckeye|Brutus Buckeye (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
What are the home colors of the team that opposed St. Patrick 's Athletic F.C . in 2014 and who plays home games at Ferney Park,royal blue,"blue (lang:en)
white (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,OTT_QA_dev
the resting stage of the cell cycle is,A phase where the cell has left the cycle and has stopped dividing,G0 phase (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
What is record label of Pink Floyd?,Tower Records,"Columbia Graphophone Co. Ltd. (lang:en)
Harvest (lang:en)
Columbia Records (lang:en)
EMI (lang:en)
Capitol Records (lang:en)
Parlophone (lang:en)
Warner Music Group (lang:en)
Tower Records (lang:en)
Sony Music (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,CompMix_table
where is the deepest lake in the us located,Oregon,Klamath County (lang:en),Higher accuracy in KG than in Table,LLM-as-a-judge,NQ_table
What countries are island countries ?,"The northern part of the island of Cyprus is the de facto independent state of Northern Cyprus, which is recognized only by Turkey. In the south of the island are the Sovereign Base Areas of Akrotiri and Dhekelia, controlled by the United Kingdom. | In 1983, Northern Cyprus declared independence from Cyprus. Northern Cyprus sovereignty has been recognized by only one United Nations member state (Turkey). It is not a member state of the United Nations. Most states recognize Cyprus claim to sovereignty over Northern Cyprus. | Since the conclusion of the Chinese Civil War, the Republic of China (ROC) retains actual rule over the islands of Taiwan, Penghu, Kinmen, the Matsu, and other minor islands, all of which are collectively known as ""Free Area"" or Taiwan Area in contrast to Mainland China being under communist rule, thus making it a de facto island nation, and has become known colloquially as simply ""Taiwan"" due to the island of Taiwan forming the majority of the ROC-controlled territories; nonetheless, the ROC has not officially renounced its constitutional-defined territories which include areas effectively controlled by the [[China|Peoples Republic of China]], Mongolia, Tuva (a Russian republic) etc. If claimed territories were taken into account, the ROC would not be a borderless country, nor a country centred around a major island. The ROC-controlled territories are also claimed by the Peoples Republic of China. See: Political status of Taiwan, Two Chinas, One-China policy, and Cross-strait relations. | Martinique | Administered by Norway under the Svalbard Treaty.","Antigua and Barbuda|Antigua and Barbuda (lang:en)
Aruba|Aruba (lang:en)
Bahrain|Bahrain (lang:en)
Barbados|Barbados (lang:en)
Cape Verde|Cape Verde (lang:en)
...|...
Trinidad and Tobago|Trinidad and Tobago (lang:en)
Tsukaikoku|Tsukaikoku (lang:en)
Tuvalu|Tuvalu (lang:en)
United Kingdom|United Kingdom (lang:en)
Vanuatu|Vanuatu (lang:en)",Higher accuracy in KG than in Table,LLM-as-a-judge,Qampari_wikitables
